obs_id,station_id,episode_id,x_m,y_m,inlet_height_m,site_type,interval_start_utc,interval_end_utc,no2_ug_m3,sigma_ug_m3
STA-E00-ST04-2,ST04,0,66000.0,132000.0,5.50,suburban_industrial,1688464800,1688468400,0.4679,3.1622
STA-E00-ST04-3,ST04,0,66000.0,132000.0,5.50,suburban_industrial,1688468400,1688472000,1.9225,2.9313
STA-E00-ST04-4,ST04,0,66000.0,132000.0,5.50,suburban_industrial,1688472000,1688475600,-0.5029,2.7722
STA-E00-ST04-5,ST04,0,66000.0,132000.0,5.50,suburban_industrial,1688475600,1688479200,6.2769,2.7579
STA-E00-ST05-0,ST05,0,191000.0,92000.0,3.50,urban_traffic,1688457600,1688461200,4.2862,1.7310
STA-E00-ST05-1,ST05,0,191000.0,92000.0,3.50,urban_traffic,1688461200,1688464800,0.8857,2.0152
STA-E00-ST05-2,ST05,0,191000.0,92000.0,3.50,urban_traffic,1688464800,1688468400,1.3194,1.9476
STA-E00-ST05-3,ST05,0,191000.0,92000.0,3.50,urban_traffic,1688468400,1688472000,2.2654,2.0054
STA-E00-ST05-4,ST05,0,191000.0,92000.0,3.50,urban_traffic,1688472000,1688475600,3.2308,1.8095
STA-E00-ST05-5,ST05,0,191000.0,92000.0,3.50,urban_traffic,1688475600,1688479200,1.9707,2.1360
STA-E00-ST06-0,ST06,0,209000.0,118000.0,8.00,suburban_background,1688457600,1688461200,4.1881,2.6242
STA-E00-ST06-1,ST06,0,209000.0,118000.0,8.00,suburban_background,1688461200,1688464800,2.4966,2.4445
STA-E00-ST06-2,ST06,0,209000.0,118000.0,8.00,suburban_background,1688464800,1688468400,2.0825,1.9931
STA-E00-ST06-3,ST06,0,209000.0,118000.0,8.00,suburban_background,1688468400,1688472000,4.9075,2.6059
STA-E00-ST06-4,ST06,0,209000.0,118000.0,8.00,suburban_background,1688472000,1688475600,-3.2952,2.1570
STA-E00-ST06-5,ST06,0,209000.0,118000.0,8.00,suburban_background,1688475600,1688479200,1.0397,2.1451
STA-E00-ST07-0,ST07,0,72000.0,24000.0,4.50,rural_background,1688457600,1688461200,4.5346,2.6995
STA-E00-ST07-1,ST07,0,72000.0,24000.0,4.50,rural_background,1688461200,1688464800,7.2195,2.4584
STA-E00-ST07-2,ST07,0,72000.0,24000.0,4.50,rural_background,1688464800,1688468400,2.7483,2.1274
STA-E00-ST07-3,ST07,0,72000.0,24000.0,4.50,rural_background,1688468400,1688472000,0.6070,2.6085
STA-E00-ST07-4,ST07,0,72000.0,24000.0,4.50,rural_background,1688472000,1688475600,2.9336,2.4156
STA-E00-ST07-5,ST07,0,72000.0,24000.0,4.50,rural_background,1688475600,1688479200,2.0035,2.7087
STA-E00-ST08-0,ST08,0,144000.0,28000.0,3.00,rural_traffic,1688457600,1688461200,2.2315,3.1010
STA-E00-ST08-1,ST08,0,144000.0,28000.0,3.00,rural_traffic,1688461200,1688464800,7.8922,3.7135
STA-E00-ST08-2,ST08,0,144000.0,28000.0,3.00,rural_traffic,1688464800,1688468400,5.3930,3.1242
STA-E00-ST08-3,ST08,0,144000.0,28000.0,3.00,rural_traffic,1688468400,1688472000,0.1012,3.2692
STA-E00-ST08-4,ST08,0,144000.0,28000.0,3.00,rural_traffic,1688472000,1688475600,-0.3836,2.9676
STA-E00-ST08-5,ST08,0,144000.0,28000.0,3.00,rural_traffic,1688475600,1688479200,3.3084,3.7775
STA-E00-ST09-0,ST09,0,30000.0,66000.0,4.00,suburban_traffic,1688457600,1688461200,11.5377,2.2770
STA-E00-ST09-1,ST09,0,30000.0,66000.0,4.00,suburban_traffic,1688461200,1688464800,5.9482,2.4930
STA-E00-ST09-2,ST09,0,30000.0,66000.0,4.00,suburban_traffic,1688464800,1688468400,2.1726,2.3640
STA-E00-ST09-3,ST09,0,30000.0,66000.0,4.00,suburban_traffic,1688468400,1688472000,2.3445,2.4941
STA-E00-ST09-4,ST09,0,30000.0,66000.0,4.00,suburban_traffic,1688472000,1688475600,1.8202,2.1904
STA-E00-ST09-5,ST09,0,30000.0,66000.0,4.00,suburban_traffic,1688475600,1688479200,5.3819,2.7937
STA-E00-ST10-0,ST10,0,96000.0,60000.0,6.00,rural_background,1688457600,1688461200,4.2159,3.2568
STA-E00-ST10-1,ST10,0,96000.0,60000.0,6.00,rural_background,1688461200,1688464800,-0.0397,3.0021
STA-E00-ST10-2,ST10,0,96000.0,60000.0,6.00,rural_background,1688464800,1688468400,0.9671,3.0870
STA-E00-ST10-3,ST10,0,96000.0,60000.0,6.00,rural_background,1688468400,1688472000,-0.9941,3.7437
STA-E00-ST10-4,ST10,0,96000.0,60000.0,6.00,rural_background,1688472000,1688475600,-4.5641,3.9942
STA-E00-ST10-5,ST10,0,96000.0,60000.0,6.00,rural_background,1688475600,1688479200,1.2237,3.4358
STA-E00-ST11-0,ST11,0,176000.0,152000.0,5.00,suburban_background,1688457600,1688461200,18.4746,3.7196
STA-E00-ST11-1,ST11,0,176000.0,152000.0,5.00,suburban_background,1688461200,1688464800,15.0797,3.7047
STA-E00-ST11-2,ST11,0,176000.0,152000.0,5.00,suburban_background,1688464800,1688468400,3.9784,2.9999
STA-E00-ST11-3,ST11,0,176000.0,152000.0,5.00,suburban_background,1688468400,1688472000,3.6271,3.0094
STA-E00-ST11-4,ST11,0,176000.0,152000.0,5.00,suburban_background,1688472000,1688475600,7.6334,3.0291
STA-E00-ST11-5,ST11,0,176000.0,152000.0,5.00,suburban_background,1688475600,1688479200,2.7820,3.5688
STA-E00-ST12-0,ST12,0,46000.0,158000.0,9.50,rural_background,1688457600,1688461200,2.4313,2.7873
STA-E00-ST12-1,ST12,0,46000.0,158000.0,9.50,rural_background,1688461200,1688464800,1.8544,3.6161
STA-E00-ST12-2,ST12,0,46000.0,158000.0,9.50,rural_background,1688464800,1688468400,3.4460,2.9602
STA-E00-ST12-3,ST12,0,46000.0,158000.0,9.50,rural_background,1688468400,1688472000,1.2291,3.5122
STA-E00-ST12-4,ST12,0,46000.0,158000.0,9.50,rural_background,1688472000,1688475600,-4.0271,3.2437
STA-E00-ST12-5,ST12,0,46000.0,158000.0,9.50,rural_background,1688475600,1688479200,-1.4688,3.3445
STA-E01-ST01-0,ST01,1,14000.0,118000.0,3.50,urban_traffic,1688886000,1688889600,-6.0448,3.6563
STA-E01-ST01-1,ST01,1,14000.0,118000.0,3.50,urban_traffic,1688889600,1688893200,-3.6204,3.0751
STA-E01-ST01-2,ST01,1,14000.0,118000.0,3.50,urban_traffic,1688893200,1688896800,0.1761,3.9903
STA-E01-ST01-3,ST01,1,14000.0,118000.0,3.50,urban_traffic,1688896800,1688900400,4.4774,4.0139
STA-E01-ST01-4,ST01,1,14000.0,118000.0,3.50,urban_traffic,1688900400,1688904000,-7.7429,3.9747
STA-E01-ST01-5,ST01,1,14000.0,118000.0,3.50,urban_traffic,1688904000,1688907600,-3.1767,4.1147
STA-E01-ST02-0,ST02,1,121500.0,101000.0,4.00,urban_background,1688886000,1688889600,32.3419,3.7106
STA-E01-ST02-1,ST02,1,121500.0,101000.0,4.00,urban_background,1688889600,1688893200,18.6655,2.7606
STA-E01-ST02-2,ST02,1,121500.0,101000.0,4.00,urban_background,1688893200,1688896800,13.8971,3.2800
STA-E01-ST02-3,ST02,1,121500.0,101000.0,4.00,urban_background,1688896800,1688900400,11.6791,3.0684
STA-E01-ST02-4,ST02,1,121500.0,101000.0,4.00,urban_background,1688900400,1688904000,8.2452,2.7293
STA-E01-ST02-5,ST02,1,121500.0,101000.0,4.00,urban_background,1688904000,1688907600,7.9629,2.7164
STA-E01-ST03-0,ST03,1,104000.0,88000.0,3.00,urban_traffic,1688886000,1688889600,47.2652,4.1251
STA-E01-ST03-1,ST03,1,104000.0,88000.0,3.00,urban_traffic,1688889600,1688893200,33.9337,3.2369
STA-E01-ST03-2,ST03,1,104000.0,88000.0,3.00,urban_traffic,1688893200,1688896800,24.3837,2.9910
STA-E01-ST03-3,ST03,1,104000.0,88000.0,3.00,urban_traffic,1688896800,1688900400,18.6191,3.0108
STA-E01-ST03-4,ST03,1,104000.0,88000.0,3.00,urban_traffic,1688900400,1688904000,20.2002,2.6083
STA-E01-ST03-5,ST03,1,104000.0,88000.0,3.00,urban_traffic,1688904000,1688907600,19.3901,2.6991
STA-E01-ST04-0,ST04,1,66000.0,132000.0,5.50,suburban_industrial,1688886000,1688889600,11.1168,3.5473
STA-E01-ST04-1,ST04,1,66000.0,132000.0,5.50,suburban_industrial,1688889600,1688893200,16.2279,3.0325
STA-E01-ST04-2,ST04,1,66000.0,132000.0,5.50,suburban_industrial,1688893200,1688896800,6.0323,2.9725
STA-E01-ST04-3,ST04,1,66000.0,132000.0,5.50,suburban_industrial,1688896800,1688900400,8.6558,3.2269
STA-E01-ST04-4,ST04,1,66000.0,132000.0,5.50,suburban_industrial,1688900400,1688904000,-2.9204,3.3792
STA-E01-ST04-5,ST04,1,66000.0,132000.0,5.50,suburban_industrial,1688904000,1688907600,2.2986,3.2789
STA-E01-ST05-0,ST05,1,191000.0,92000.0,3.50,urban_traffic,1688886000,1688889600,45.0833,3.6077
STA-E01-ST05-1,ST05,1,191000.0,92000.0,3.50,urban_traffic,1688889600,1688893200,31.7527,2.7613
STA-E01-ST05-2,ST05,1,191000.0,92000.0,3.50,urban_traffic,1688893200,1688896800,16.9555,2.3017
STA-E01-ST05-3,ST05,1,191000.0,92000.0,3.50,urban_traffic,1688896800,1688900400,16.2663,2.5187
STA-E01-ST05-4,ST05,1,191000.0,92000.0,3.50,urban_traffic,1688900400,1688904000,15.6264,2.4261
STA-E01-ST05-5,ST05,1,191000.0,92000.0,3.50,urban_traffic,1688904000,1688907600,16.8512,2.1162
STA-E01-ST06-0,ST06,1,209000.0,118000.0,8.00,suburban_background,1688886000,1688889600,4.4574,2.3430
STA-E01-ST06-1,ST06,1,209000.0,118000.0,8.00,suburban_background,1688889600,1688893200,3.4650,2.2906
STA-E01-ST06-2,ST06,1,209000.0,118000.0,8.00,suburban_background,1688893200,1688896800,-1.7247,2.4037
STA-E01-ST06-3,ST06,1,209000.0,118000.0,8.00,suburban_background,1688896800,1688900400,4.0932,2.4807
STA-E01-ST06-4,ST06,1,209000.0,118000.0,8.00,suburban_background,1688900400,1688904000,4.1826,2.6166
STA-E01-ST06-5,ST06,1,209000.0,118000.0,8.00,suburban_background,1688904000,1688907600,3.0292,2.3575
STA-E01-ST07-0,ST07,1,72000.0,24000.0,4.50,rural_background,1688886000,1688889600,4.0170,2.6724
STA-E01-ST07-1,ST07,1,72000.0,24000.0,4.50,rural_background,1688889600,1688893200,7.5835,2.4115
STA-E01-ST07-2,ST07,1,72000.0,24000.0,4.50,rural_background,1688893200,1688896800,1.9887,2.6487
STA-E01-ST07-3,ST07,1,72000.0,24000.0,4.50,rural_background,1688896800,1688900400,14.8167,2.8422
STA-E01-ST07-4,ST07,1,72000.0,24000.0,4.50,rural_background,1688900400,1688904000,11.6829,2.7099
STA-E01-ST07-5,ST07,1,72000.0,24000.0,4.50,rural_background,1688904000,1688907600,16.8284,2.4202
STA-E01-ST08-0,ST08,1,144000.0,28000.0,3.00,rural_traffic,1688886000,1688889600,19.8929,3.5976
STA-E01-ST08-1,ST08,1,144000.0,28000.0,3.00,rural_traffic,1688889600,1688893200,12.9075,3.2435
STA-E01-ST08-2,ST08,1,144000.0,28000.0,3.00,rural_traffic,1688893200,1688896800,10.2769,3.7386
STA-E01-ST08-3,ST08,1,144000.0,28000.0,3.00,rural_traffic,1688896800,1688900400,5.7883,3.6531
STA-E01-ST08-4,ST08,1,144000.0,28000.0,3.00,rural_traffic,1688900400,1688904000,7.9610,2.9382
STA-E01-ST08-5,ST08,1,144000.0,28000.0,3.00,rural_traffic,1688904000,1688907600,2.6609,3.3220
STA-E01-ST09-0,ST09,1,30000.0,66000.0,4.00,suburban_traffic,1688886000,1688889600,46.2070,3.6796
STA-E01-ST09-1,ST09,1,30000.0,66000.0,4.00,suburban_traffic,1688889600,1688893200,29.5161,3.1835
STA-E01-ST09-2,ST09,1,30000.0,66000.0,4.00,suburban_traffic,1688893200,1688896800,16.9381,2.9927
STA-E01-ST09-3,ST09,1,30000.0,66000.0,4.00,suburban_traffic,1688896800,1688900400,11.6451,2.3047
STA-E01-ST09-4,ST09,1,30000.0,66000.0,4.00,suburban_traffic,1688900400,1688904000,14.3200,2.5121
STA-E01-ST09-5,ST09,1,30000.0,66000.0,4.00,suburban_traffic,1688904000,1688907600,12.6802,2.7845
STA-E01-ST10-0,ST10,1,96000.0,60000.0,6.00,rural_background,1688886000,1688889600,6.5865,3.7487
STA-E01-ST10-1,ST10,1,96000.0,60000.0,6.00,rural_background,1688889600,1688893200,3.6506,3.5971
STA-E01-ST10-2,ST10,1,96000.0,60000.0,6.00,rural_background,1688893200,1688896800,15.6044,3.3560
STA-E01-ST10-3,ST10,1,96000.0,60000.0,6.00,rural_background,1688896800,1688900400,0.8151,3.1466
STA-E01-ST10-4,ST10,1,96000.0,60000.0,6.00,rural_background,1688900400,1688904000,8.7521,3.5944
STA-E01-ST10-5,ST10,1,96000.0,60000.0,6.00,rural_background,1688904000,1688907600,7.6606,3.6281
STA-E01-ST11-0,ST11,1,176000.0,152000.0,5.00,suburban_background,1688886000,1688889600,0.8622,3.6278
STA-E01-ST11-1,ST11,1,176000.0,152000.0,5.00,suburban_background,1688889600,1688893200,-4.9626,3.6848
STA-E01-ST11-2,ST11,1,176000.0,152000.0,5.00,suburban_background,1688893200,1688896800,4.1795,3.6187
STA-E01-ST11-3,ST11,1,176000.0,152000.0,5.00,suburban_background,1688896800,1688900400,5.2275,2.9254
STA-E01-ST11-4,ST11,1,176000.0,152000.0,5.00,suburban_background,1688900400,1688904000,-6.7488,2.9471
STA-E01-ST11-5,ST11,1,176000.0,152000.0,5.00,suburban_background,1688904000,1688907600,2.4929,2.9274
STA-E01-ST12-0,ST12,1,46000.0,158000.0,9.50,rural_background,1688886000,1688889600,1.6310,3.2632
STA-E01-ST12-1,ST12,1,46000.0,158000.0,9.50,rural_background,1688889600,1688893200,5.7806,3.3821
STA-E01-ST12-2,ST12,1,46000.0,158000.0,9.50,rural_background,1688893200,1688896800,2.1915,3.3681
STA-E01-ST12-3,ST12,1,46000.0,158000.0,9.50,rural_background,1688896800,1688900400,-0.2566,3.0257
STA-E01-ST12-4,ST12,1,46000.0,158000.0,9.50,rural_background,1688900400,1688904000,-4.4188,3.1147
STA-E01-ST12-5,ST12,1,46000.0,158000.0,9.50,rural_background,1688904000,1688907600,-4.8941,3.2039
STA-E02-ST01-0,ST01,2,14000.0,118000.0,3.50,urban_traffic,1689580800,1689584400,5.3819,3.6114
STA-E02-ST01-1,ST01,2,14000.0,118000.0,3.50,urban_traffic,1689584400,1689588000,2.2091,3.6084
STA-E02-ST01-2,ST01,2,14000.0,118000.0,3.50,urban_traffic,1689588000,1689591600,1.6738,3.4571
STA-E02-ST01-3,ST01,2,14000.0,118000.0,3.50,urban_traffic,1689591600,1689595200,0.6400,3.1104
STA-E02-ST01-4,ST01,2,14000.0,118000.0,3.50,urban_traffic,1689595200,1689598800,2.8219,3.7592
STA-E02-ST01-5,ST01,2,14000.0,118000.0,3.50,urban_traffic,1689598800,1689602400,4.5516,3.2254
STA-E02-ST02-0,ST02,2,121500.0,101000.0,4.00,urban_background,1689580800,1689584400,41.2040,3.8254
STA-E02-ST02-1,ST02,2,121500.0,101000.0,4.00,urban_background,1689584400,1689588000,29.7224,3.1148
STA-E02-ST02-2,ST02,2,121500.0,101000.0,4.00,urban_background,1689588000,1689591600,22.3846,2.9302
STA-E02-ST02-3,ST02,2,121500.0,101000.0,4.00,urban_background,1689591600,1689595200,19.6141,3.2612
STA-E02-ST02-4,ST02,2,121500.0,101000.0,4.00,urban_background,1689595200,1689598800,21.2662,3.3842
STA-E02-ST02-5,ST02,2,121500.0,101000.0,4.00,urban_background,1689598800,1689602400,25.1309,3.3154
STA-E02-ST03-0,ST03,2,104000.0,88000.0,3.00,urban_traffic,1689580800,1689584400,17.8737,2.6312
STA-E02-ST03-1,ST03,2,104000.0,88000.0,3.00,urban_traffic,1689584400,1689588000,9.0177,2.9637
STA-E02-ST03-2,ST03,2,104000.0,88000.0,3.00,urban_traffic,1689588000,1689591600,11.6354,2.5329
STA-E02-ST03-3,ST03,2,104000.0,88000.0,3.00,urban_traffic,1689591600,1689595200,12.3820,2.3133
STA-E02-ST03-4,ST03,2,104000.0,88000.0,3.00,urban_traffic,1689595200,1689598800,9.2127,2.8204
STA-E02-ST03-5,ST03,2,104000.0,88000.0,3.00,urban_traffic,1689598800,1689602400,16.2150,2.8532
STA-E02-ST04-0,ST04,2,66000.0,132000.0,5.50,suburban_industrial,1689580800,1689584400,1.9567,3.4288
STA-E02-ST04-1,ST04,2,66000.0,132000.0,5.50,suburban_industrial,1689584400,1689588000,7.8960,2.8935
STA-E02-ST04-2,ST04,2,66000.0,132000.0,5.50,suburban_industrial,1689588000,1689591600,5.7292,3.2002
STA-E02-ST04-3,ST04,2,66000.0,132000.0,5.50,suburban_industrial,1689591600,1689595200,5.2417,3.3690
STA-E02-ST04-4,ST04,2,66000.0,132000.0,5.50,suburban_industrial,1689595200,1689598800,1.5841,2.8238
STA-E02-ST04-5,ST04,2,66000.0,132000.0,5.50,suburban_industrial,1689598800,1689602400,3.0223,3.2269
STA-E02-ST05-0,ST05,2,191000.0,92000.0,3.50,urban_traffic,1689580800,1689584400,43.4605,4.1392
STA-E02-ST05-1,ST05,2,191000.0,92000.0,3.50,urban_traffic,1689584400,1689588000,33.3967,3.1860
STA-E02-ST05-2,ST05,2,191000.0,92000.0,3.50,urban_traffic,1689588000,1689591600,24.0381,2.5516
STA-E02-ST05-3,ST05,2,191000.0,92000.0,3.50,urban_traffic,1689591600,1689595200,24.5364,2.5889
STA-E02-ST05-4,ST05,2,191000.0,92000.0,3.50,urban_traffic,1689595200,1689598800,28.3211,2.7927
STA-E02-ST05-5,ST05,2,191000.0,92000.0,3.50,urban_traffic,1689598800,1689602400,31.4081,3.0138
STA-E02-ST06-0,ST06,2,209000.0,118000.0,8.00,suburban_background,1689580800,1689584400,68.7767,5.1466
STA-E02-ST06-1,ST06,2,209000.0,118000.0,8.00,suburban_background,1689584400,1689588000,50.3373,4.5014
STA-E02-ST06-2,ST06,2,209000.0,118000.0,8.00,suburban_background,1689588000,1689591600,41.9568,3.6023
STA-E02-ST06-3,ST06,2,209000.0,118000.0,8.00,suburban_background,1689591600,1689595200,34.7209,3.5351
STA-E02-ST06-4,ST06,2,209000.0,118000.0,8.00,suburban_background,1689595200,1689598800,33.6884,3.2444
STA-E02-ST06-5,ST06,2,209000.0,118000.0,8.00,suburban_background,1689598800,1689602400,41.1056,3.7181
STA-E02-ST07-0,ST07,2,72000.0,24000.0,4.50,rural_background,1689580800,1689584400,3.2091,2.1182
STA-E02-ST07-1,ST07,2,72000.0,24000.0,4.50,rural_background,1689584400,1689588000,1.7610,2.1345
STA-E02-ST07-2,ST07,2,72000.0,24000.0,4.50,rural_background,1689588000,1689591600,4.4876,2.5229
STA-E02-ST07-3,ST07,2,72000.0,24000.0,4.50,rural_background,1689591600,1689595200,4.7031,2.6096
STA-E02-ST07-4,ST07,2,72000.0,24000.0,4.50,rural_background,1689595200,1689598800,2.8030,2.6317
STA-E02-ST07-5,ST07,2,72000.0,24000.0,4.50,rural_background,1689598800,1689602400,3.8847,2.6549
STA-E02-ST08-0,ST08,2,144000.0,28000.0,3.00,rural_traffic,1689580800,1689584400,3.7560,3.5469
STA-E02-ST08-1,ST08,2,144000.0,28000.0,3.00,rural_traffic,1689584400,1689588000,2.2526,2.9068
STA-E02-ST08-2,ST08,2,144000.0,28000.0,3.00,rural_traffic,1689588000,1689591600,6.7058,3.6048
STA-E02-ST08-3,ST08,2,144000.0,28000.0,3.00,rural_traffic,1689591600,1689595200,-3.9503,3.2078
STA-E02-ST08-4,ST08,2,144000.0,28000.0,3.00,rural_traffic,1689595200,1689598800,1.1200,3.0178
STA-E02-ST08-5,ST08,2,144000.0,28000.0,3.00,rural_traffic,1689598800,1689602400,9.9294,3.4684
STA-E02-ST09-0,ST09,2,30000.0,66000.0,4.00,suburban_traffic,1689580800,1689584400,5.6007,2.4337
STA-E02-ST09-1,ST09,2,30000.0,66000.0,4.00,suburban_traffic,1689584400,1689588000,9.4204,2.4815
STA-E02-ST09-2,ST09,2,30000.0,66000.0,4.00,suburban_traffic,1689588000,1689591600,4.6915,2.4630
STA-E02-ST09-3,ST09,2,30000.0,66000.0,4.00,suburban_traffic,1689591600,1689595200,2.2851,2.4198
STA-E02-ST09-4,ST09,2,30000.0,66000.0,4.00,suburban_traffic,1689595200,1689598800,4.1508,2.8174
STA-E02-ST09-5,ST09,2,30000.0,66000.0,4.00,suburban_traffic,1689598800,1689602400,10.5726,2.4037
STA-E02-ST10-0,ST10,2,96000.0,60000.0,6.00,rural_background,1689580800,1689584400,7.7626,3.5336
STA-E02-ST10-1,ST10,2,96000.0,60000.0,6.00,rural_background,1689584400,1689588000,-4.7734,3.8987
STA-E02-ST10-2,ST10,2,96000.0,60000.0,6.00,rural_background,1689588000,1689591600,-1.3799,3.7953
STA-E02-ST10-3,ST10,2,96000.0,60000.0,6.00,rural_background,1689591600,1689595200,3.2160,3.6973
STA-E02-ST10-4,ST10,2,96000.0,60000.0,6.00,rural_background,1689595200,1689598800,5.6551,3.5202
STA-E02-ST10-5,ST10,2,96000.0,60000.0,6.00,rural_background,1689598800,1689602400,5.8744,3.5768
STA-E02-ST11-0,ST11,2,176000.0,152000.0,5.00,suburban_background,1689580800,1689584400,3.7187,3.6464
STA-E02-ST11-1,ST11,2,176000.0,152000.0,5.00,suburban_background,1689584400,1689588000,1.1780,3.7908
STA-E02-ST11-2,ST11,2,176000.0,152000.0,5.00,suburban_background,1689588000,1689591600,-4.9063,3.7049
STA-E02-ST11-3,ST11,2,176000.0,152000.0,5.00,suburban_background,1689591600,1689595200,0.1108,3.3477
STA-E02-ST11-4,ST11,2,176000.0,152000.0,5.00,suburban_background,1689595200,1689598800,1.9004,2.9669
STA-E02-ST11-5,ST11,2,176000.0,152000.0,5.00,suburban_background,1689598800,1689602400,1.0573,3.0340
STA-E02-ST12-0,ST12,2,46000.0,158000.0,9.50,rural_background,1689580800,1689584400,1.5456,2.7012
STA-E02-ST12-1,ST12,2,46000.0,158000.0,9.50,rural_background,1689584400,1689588000,4.4518,3.0802
STA-E02-ST12-2,ST12,2,46000.0,158000.0,9.50,rural_background,1689588000,1689591600,0.4252,2.7369
STA-E02-ST12-3,ST12,2,46000.0,158000.0,9.50,rural_background,1689591600,1689595200,-2.1235,2.7490
STA-E02-ST12-4,ST12,2,46000.0,158000.0,9.50,rural_background,1689595200,1689598800,3.3810,3.4130
STA-E02-ST12-5,ST12,2,46000.0,158000.0,9.50,rural_background,1689598800,1689602400,3.8503,3.1603
STA-E03-ST01-0,ST01,3,14000.0,118000.0,3.50,urban_traffic,1690009200,1690012800,-0.3294,3.3250
STA-E03-ST01-1,ST01,3,14000.0,118000.0,3.50,urban_traffic,1690012800,1690016400,2.5542,4.0434
STA-E03-ST01-2,ST01,3,14000.0,118000.0,3.50,urban_traffic,1690016400,1690020000,6.5848,3.0811
STA-E03-ST01-3,ST01,3,14000.0,118000.0,3.50,urban_traffic,1690020000,1690023600,-1.0689,3.6716
STA-E03-ST01-4,ST01,3,14000.0,118000.0,3.50,urban_traffic,1690023600,1690027200,-4.3382,3.6808
STA-E03-ST01-5,ST01,3,14000.0,118000.0,3.50,urban_traffic,1690027200,1690030800,-2.9609,3.1766
STA-E03-ST02-0,ST02,3,121500.0,101000.0,4.00,urban_background,1690009200,1690012800,12.5314,3.4761
STA-E03-ST02-1,ST02,3,121500.0,101000.0,4.00,urban_background,1690012800,1690016400,15.1868,3.2233
STA-E03-ST02-2,ST02,3,121500.0,101000.0,4.00,urban_background,1690016400,1690020000,5.7581,3.0949
STA-E03-ST02-3,ST02,3,121500.0,101000.0,4.00,urban_background,1690020000,1690023600,3.2927,3.1838
STA-E03-ST02-4,ST02,3,121500.0,101000.0,4.00,urban_background,1690023600,1690027200,3.4817,2.7774
STA-E03-ST02-5,ST02,3,121500.0,101000.0,4.00,urban_background,1690027200,1690030800,7.2273,2.8023
STA-E03-ST03-0,ST03,3,104000.0,88000.0,3.00,urban_traffic,1690009200,1690012800,7.4335,2.7480
STA-E03-ST03-1,ST03,3,104000.0,88000.0,3.00,urban_traffic,1690012800,1690016400,7.8737,2.6575
STA-E03-ST03-2,ST03,3,104000.0,88000.0,3.00,urban_traffic,1690016400,1690020000,3.3331,2.5407
STA-E03-ST03-3,ST03,3,104000.0,88000.0,3.00,urban_traffic,1690020000,1690023600,3.4939,2.2628
STA-E03-ST03-4,ST03,3,104000.0,88000.0,3.00,urban_traffic,1690023600,1690027200,-1.4149,2.8846
STA-E03-ST03-5,ST03,3,104000.0,88000.0,3.00,urban_traffic,1690027200,1690030800,2.8800,2.7697
STA-E03-ST04-0,ST04,3,66000.0,132000.0,5.50,suburban_industrial,1690009200,1690012800,4.0881,3.5907
STA-E03-ST04-1,ST04,3,66000.0,132000.0,5.50,suburban_industrial,1690012800,1690016400,3.0406,3.4042
